model_id,type_id,glb_relpath,n_annotated_parts,solver_plan,stiffness_ratio,glb_bytes,glb_sha256
00320afe29174bee90d3635fbc74a4bc,000-167,glbs/000-167/00320afe29174bee90d3635fbc74a4bc.glb,2,single_domain,33.3,116900,f09b0c948bdc616d3dc8e2dabb4e400b7d31a4f728fb29e40dc0c4ebea86e0ed
00334c6e72f84fb69e11ab011bf6c3a7,000-164,glbs/000-164/00334c6e72f84fb69e11ab011bf6c3a7.glb,9,rigid_soft_coupling,76790.7,1582856,2977069ba8e77bef079c9a3c5387b1f98636179cfda13c6b979e2d54c46d82a5
0034935b20a045e6b2a59bff89a94198,000-162,glbs/000-162/0034935b20a045e6b2a59bff89a94198.glb,11,rigid_soft_coupling,76790.7,2257800,2b239d842c2604089bbd0b89d93618199fb9fa7a2736482df5fa10158191f688
003a252543aa435a9714df71230d0b78,000-167,glbs/000-167/003a252543aa435a9714df71230d0b78.glb,4,single_domain,33.3,110360,0ab0420f84aa83675d057c87760e517092cbfbbf5ca3205fd527bb6dbb53691f
003a85cc1a584b938b5c11ad960aded5,000-162,glbs/000-162/003a85cc1a584b938b5c11ad960aded5.glb,7,rigid_soft_coupling,1691666.7,1018984,8caeb9190fc3fea64c5687f05bd4cab9d01c87e106d333c01526476d6c9811e6
003b00c7cdd348888296b85c40275a50,000-043,glbs/000-043/003b00c7cdd348888296b85c40275a50.glb,8,rigid_soft_coupling,916666.7,17074284,7f747d6be289e8ef448370f04171d11bc517493c2e12b6e88580a4a01b1f115e
003c666ee6b24774ad101d693aed5d71,000-160,glbs/000-160/003c666ee6b24774ad101d693aed5d71.glb,42,rigid_soft_coupling,1691666.7,21095568,803ceb0f2220e81336862dbc3af4e61bdae7ffebc09fce884f49d2c8353c3c30
003eea796ec04731b5fbacc09dc59898,000-164,glbs/000-164/003eea796ec04731b5fbacc09dc59898.glb,9,rigid_soft_coupling,76790.7,1984024,a08b66d8f3aeb53701baf145ea3f56cfa58ae6871b0cb660b7b14e7d42b2776e
0040b47d15ac4186afba6397ac98ceab,000-061,glbs/000-061/0040b47d15ac4186afba6397ac98ceab.glb,6,single_domain,22.0,40992,c5b640239989a500e149ff65d82521993f420924ad58552c33b0de7e400c3be3
00414b10ce5a4788a53bd96964cd022c,000-145,glbs/000-145/00414b10ce5a4788a53bd96964cd022c.glb,5,single_domain,22.0,17640,7e8f12076c0386804f313590d4c27b40dd0537c9c600295f5e9fd991d5097bf1
00415c6a01ec470497c97d7c89da0850,000-013,glbs/000-013/00415c6a01ec470497c97d7c89da0850.glb,9,single_domain,1.0,426844,ffc9ea60ca9cc3407fb7303be4fcfc5cee68fc97aedd9fcb0c7cf94c85463570
0048887ed5b44f24b7d4258b2af6a732,000-167,glbs/000-167/0048887ed5b44f24b7d4258b2af6a732.glb,6,implicit_or_substep,23068.2,2265644,1467e150dce0f68988c075d5bd6a2a7371f15dd7cb89f34a6a5d4fd205fea1df
0049bcc2c810495a8e913d5715195916,000-167,glbs/000-167/0049bcc2c810495a8e913d5715195916.glb,20,single_domain,3.2,226564,e39627296e45db653aa79349999b5ba75254039b6d56f606a52f470f6d4d2a06
004a97c2124f4dd297da900af7ad6ca8,000-165,glbs/000-165/004a97c2124f4dd297da900af7ad6ca8.glb,9,rigid_soft_coupling,76790.7,2250828,010ada22ced7ac80361e85ce8b573870d69a580adc47807a789c872950f1b7eb
004b95391e4e48a797ee8d0cf612b5cf,000-028,glbs/000-028/004b95391e4e48a797ee8d0cf612b5cf.glb,12,rigid_soft_coupling,1691666.7,1551732,98be3eb1f7f9138a3060c9e1101ebaf6c88be0b723236fe7d82e669d14898203
004c03a9df5f45158d351eba77f49ac3,000-167,glbs/000-167/004c03a9df5f45158d351eba77f49ac3.glb,2,implicit_or_substep,23068.2,3745640,a1d7456498cff390f45747dd8b247baaac0f7e96924eaebcd6295f1d62996cbb
004cb907b124423f9062163bf992693a,000-164,glbs/000-164/004cb907b124423f9062163bf992693a.glb,18,rigid_soft_coupling,76790.7,2269168,e824706a28cc3f962c29b4360ada35ed0a5759385a74306015fe071b6d1860f0
004ebb0591b34b44a324e49c11350603,000-167,glbs/000-167/004ebb0591b34b44a324e49c11350603.glb,2,implicit_or_substep,23068.2,240632,25d3fc239d0f9e3b774137f5c0ebea2d4f51f52c0c4a6d4b48f97accfaf4d0ca
004fbeaab6e4437c88f8ca4bcf44f528,000-160,glbs/000-160/004fbeaab6e4437c88f8ca4bcf44f528.glb,10,single_domain,63.4,371160,d9941d5288e3a61fe42a0d705b0be8629d2b8092490d45f5782297cf104025d6
0056bf73a1474aaf9d60227776a3e167,000-144,glbs/000-144/0056bf73a1474aaf9d60227776a3e167.glb,1,single_domain,1.0,31428,72bf6a07106ce041845a575c8305fe0f939f466da5537aca68f522f44f22751a
00593873bfa34cab8efe3528312a6257,000-164,glbs/000-164/00593873bfa34cab8efe3528312a6257.glb,10,rigid_soft_coupling,76790.7,718500,e482af6e39d8b422f46b4c689e15dd69eb0cd355eba4e06d0a1bd45eef15e25b
005bafee92c141dbac9bdab97ef3756f,000-165,glbs/000-165/005bafee92c141dbac9bdab97ef3756f.glb,15,rigid_soft_coupling,76790.7,1231052,34385c8b3e405180f7572e5b09f6aa502860bccb4f75dda33c43e646e376ddf4
005fa074a28b4674b16b83a8f6c19c7e,000-039,glbs/000-039/005fa074a28b4674b16b83a8f6c19c7e.glb,10,rigid_soft_coupling,1691666.7,1379936,cb9c020eb582ccfc619ceef0e36dbc206ea99b67b64852cdf4f75db3cd36dc84
00602ef508784e5384665aacaaf1f3a0,000-000,glbs/000-000/00602ef508784e5384665aacaaf1f3a0.glb,2,single_domain,1.8,18128,9e4e6b8524e5b48e502007b849c20afb1bdd790467073cc59f6d9a7144ad4e39
006111ab9de44dfe8646439db834a819,000-073,glbs/000-073/006111ab9de44dfe8646439db834a819.glb,9,single_domain,1.0,234444,2e1956bb611cc1b6700bb6ab9070847aee2c591b509fb69535be6176e21a3101
00672dba738a47ef931882b3555d0263,000-129,glbs/000-129/00672dba738a47ef931882b3555d0263.glb,9,single_domain,1.6,7472,4e2873ef85e6d185ed31d9feae5f83385bff1ff2393fbe1a4ccfc0ca65a28b1d
006766c207054df3aa825fd78d28a2b5,000-143,glbs/000-143/006766c207054df3aa825fd78d28a2b5.glb,16,rigid_soft_coupling,1691666.7,356328,9e7510fa910e998fa76126691c265950e73bc74b1c5be5e74276a7c1b64e8a92
0067abf6aa8f40a7bf0fc3199b40e929,000-071,glbs/000-071/0067abf6aa8f40a7bf0fc3199b40e929.glb,5,implicit_or_substep,12500.0,2075812,3753fa860c0da03fa9c8feb162884fc688f0fb923bdce94fe34b6ad4cd9fd1f3
006a00738b264297ae4c1db0b32cd534,000-167,glbs/000-167/006a00738b264297ae4c1db0b32cd534.glb,4,implicit_or_substep,23068.2,1685568,77a2ba4740caaa84013404fad4a92b6ab06e2660f6af914f973f7bc672101a3a
006cb2b3e9e334e39a0ef93fa04f344b,000-164,glbs/000-164/006cb2b3e9e334e39a0ef93fa04f344b.glb,6,single_domain,21.3,1247736,4fe990a27b6003d4a980865dca0db6f912723da269d183c4320b2ab1ce388d5e
006f9cee42d949aebd2cb790f96a404a,000-165,glbs/000-165/006f9cee42d949aebd2cb790f96a404a.glb,6,rigid_soft_coupling,1691666.7,820976,791319b1c36f35020292d6c5464d880ba9d2582819a741991192842df63c6b89
00714153deaf42dc96cec36d4a16c1a2,000-167,glbs/000-167/00714153deaf42dc96cec36d4a16c1a2.glb,2,single_domain,22.0,6129360,dd582dadfb3035f1a2bf1597b92e69435e21a92294d30c78b4025956cf052b99
007498dc954a4ddcb318164b7e4dfefc,000-163,glbs/000-163/007498dc954a4ddcb318164b7e4dfefc.glb,12,rigid_soft_coupling,76790.7,1692704,6d9b3988042aa8d6d4a66ed1b50b49cf43976bbd621d1975424c89671b74ec81
00754f965380429c9a2050b67d8a51f0,000-165,glbs/000-165/00754f965380429c9a2050b67d8a51f0.glb,15,rigid_soft_coupling,76790.7,1459244,085a4a68f4d2e21c8e66ddb28cc690445b35e62582df679f48ba6d70f04bd85b
007651a9450746a5b6c5a126d484cd52,000-056,glbs/000-056/007651a9450746a5b6c5a126d484cd52.glb,7,single_domain,48.9,5163440,0bdb22563a426ebd151d9897ec218c0b9f65996910d60ae8c9b81b917746afed
0076eaf7105e4df1b6d0d0d5fd15f576,000-164,glbs/000-164/0076eaf7105e4df1b6d0d0d5fd15f576.glb,24,rigid_soft_coupling,1691666.7,2369748,b43c68172b9145f4eb8ca46b31f579eb29f6a4a3519f98ce5bc16ddcdb34258e
00775a07b5c9402094c72cd698d668f6,000-162,glbs/000-162/00775a07b5c9402094c72cd698d668f6.glb,18,single_domain,63.4,211400,ad9f4c6491e90272b4672a3b494a8a5a62a9dbb343514bbf7a4902c743d4bb5c
00777e3d1a474193ad1343e8881ca6b8,000-165,glbs/000-165/00777e3d1a474193ad1343e8881ca6b8.glb,14,rigid_soft_coupling,76790.7,2558688,4fd28c0229890a3ed5647ce4937072fab4d77b4bc5c6bcf6dbae34e096c97fe7
007a52b427db4430b7544fc5f254e917,000-164,glbs/000-164/007a52b427db4430b7544fc5f254e917.glb,6,single_domain,11.9,105308,1cf940660be90eb4b31b10d88f9eace4ea91b1cb3c701fda19caa98c082b84c5
007d05859b54491887f038da23ddecd2,000-162,glbs/000-162/007d05859b54491887f038da23ddecd2.glb,11,rigid_soft_coupling,76790.7,945036,d151fd9d4930ef935ef32b20f510077d3493cd3d44e246c494ad20a874187b7b
007d2949e5b0450c995c54809b43af0f,000-161,glbs/000-161/007d2949e5b0450c995c54809b43af0f.glb,14,rigid_soft_coupling,1691666.7,1274544,7edc2a1a8e2b960cc3c49e47e9edc7385a42727edc8fba61d0ee907400766fa9
007e239ad2214a0d86f94f59870248a3,000-167,glbs/000-167/007e239ad2214a0d86f94f59870248a3.glb,92,single_domain,90.2,1168896,5abf698d7a6ad1be544c1454fdba2ecc487a6ddcbad3f3db88dd58a07f565a69
0081d8510ffb465993fab6341c644c2f,000-167,glbs/000-167/0081d8510ffb465993fab6341c644c2f.glb,4,implicit_or_substep,23068.2,114124,999bef6b8cc74aedd4ae32055904847462a002ad3ad4683f95c7ba4053cfe5e6
00859a4c8945466592e569ab8fba6593,000-163,glbs/000-163/00859a4c8945466592e569ab8fba6593.glb,18,rigid_soft_coupling,76790.7,1561608,7d3626022362ea0316875f5ddd1ae837a97403ccb1e716d0a392bef0fdc029ed
00883cfc9ec84494bc406c768d4ed9d9,000-164,glbs/000-164/00883cfc9ec84494bc406c768d4ed9d9.glb,6,rigid_soft_coupling,76790.7,1045960,6e68e3860671f211f9845b8f1441c919aea3fdaf3cb9971a74b0a56d2ad78a75
00887986ebc943228249bf3f483ea9b4,000-167,glbs/000-167/00887986ebc943228249bf3f483ea9b4.glb,3,single_domain,1.0,4421012,ff564ac1585080c4595050fabd09cf7b23786d3e2f5699dc907a95b92bfd8a6e
008b0e2b1a3b47839d7b128456e2514d,000-167,glbs/000-167/008b0e2b1a3b47839d7b128456e2514d.glb,72,single_domain,90.2,6146240,81b51e8830b621e75f544d871ab7a40c0e8fa88d23b9d2d2fb4a058b71526ed2
00983ed04ef14cdc8559aea115b49174,000-001,glbs/000-001/00983ed04ef14cdc8559aea115b49174.glb,2,single_domain,1.0,614812,65e33a2f04555d133a51136ff72bead28a21b6107b5d21b683a335bd0e080776
009dc710856c4d59b6bf38a32a6241b5,000-162,glbs/000-162/009dc710856c4d59b6bf38a32a6241b5.glb,14,rigid_soft_coupling,76790.7,1965216,b405c70b33110edca2f5481c81f6d696ff8c16c5f840ea07cb128a2d6186eed4
009e148784424c77a3a62c4145b8989f,000-018,glbs/000-018/009e148784424c77a3a62c4145b8989f.glb,10,single_domain,22.0,285316,254ee97e7b15e4243d5202ebf98a6db989e0e9970db91a4c100dcfd30ff05465
00a91a81fc734625829806ecd55b6aaa,000-162,glbs/000-162/00a91a81fc734625829806ecd55b6aaa.glb,10,rigid_soft_coupling,1691666.7,1553692,348000ea27792ee50b0c96ddadcc8d017011496ff9d8793bc37215f45562874d
00aacefe3ffc4934981bb2d1e9b5a076,000-057,glbs/000-057/00aacefe3ffc4934981bb2d1e9b5a076.glb,17,rigid_soft_coupling,1691666.7,1612744,e0ae6029313025ac7d702f9632380686e0cd2efe30185284ad6e495797cc68ae
00ac04ff59b140f1a95af1f6e61a6de6,000-166,glbs/000-166/00ac04ff59b140f1a95af1f6e61a6de6.glb,12,single_domain,1.0,2286708,744bd97f95210841d234ef05475b0eb7dc88628d4d60aeaedf5810df1ded174e
00ac0c1e6c0d402dbd6c92e71f23d7f8,000-039,glbs/000-039/00ac0c1e6c0d402dbd6c92e71f23d7f8.glb,9,rigid_soft_coupling,1691666.7,2288424,969baae155cbaa634c0100f6365c5553e0a242ede498dbb253fa08d8137c97c2
00ac953896c0426290a8529676da41b3,000-160,glbs/000-160/00ac953896c0426290a8529676da41b3.glb,13,single_domain,2.9,27427072,3d8fb98ebfc2d358985109465f1f65798908d6998cfd9406493d236f1a6c321a
00acb313c5074372addf508755c6e98b,000-162,glbs/000-162/00acb313c5074372addf508755c6e98b.glb,11,rigid_soft_coupling,76790.7,1261660,e6e8c68359f05dea5ff7c5dc7d09f6250c0aac94343511fd2b330823285b9f30
00b0cc8019654862885bd7c07d04bcfa,000-114,glbs/000-114/00b0cc8019654862885bd7c07d04bcfa.glb,8,single_domain,61.4,380772,d1329c0ec9796de63f529f6a3e986732547857607d367e9ae64aaffce2860d05
00b28bb1e12f435dbd31bebd43e52035,000-160,glbs/000-160/00b28bb1e12f435dbd31bebd43e52035.glb,14,rigid_soft_coupling,76790.7,3966260,c5cfdce3b5df5ae238c30dc0d3f980d5342f3bfbf3a0391ea07d56dd8cf75a79
00b360de1846428eb5c23464824c5fc8,000-000,glbs/000-000/00b360de1846428eb5c23464824c5fc8.glb,5,single_domain,1.0,5733612,a8034b0cee8b99b6e067b07c7b5114def0726445b53532a2dd1accbc4401cbed
00b3a1a3f68f4d438c632a30c13798c7,000-125,glbs/000-125/00b3a1a3f68f4d438c632a30c13798c7.glb,2,single_domain,1.0,2122036,561790b0acd5911a268b1977a97f2540dd70e928a5f91c162a40227c79e66f95
00b854cb8d314f8484bb63ab9896a843,000-024,glbs/000-024/00b854cb8d314f8484bb63ab9896a843.glb,10,single_domain,1.0,1908400,fdac1e2c564bc0af66bc9c8aa21b6714d74f284976fe45dbf77eb5ee500ff263
00b8fe1c2ba04a25a7d844e278cd9f7d,000-163,glbs/000-163/00b8fe1c2ba04a25a7d844e278cd9f7d.glb,19,rigid_soft_coupling,1691666.7,1921044,e318ea60a8229149fcd328cb8e85b6a71d7814c1625e10ba935127ab27cf7641
00b91d5206c7433d91ad74d528ae1b2d,000-167,glbs/000-167/00b91d5206c7433d91ad74d528ae1b2d.glb,1,single_domain,1.0,330992,b6a37f6dc0f252bfb5d95f5ca2f071ebdf202a422b4d58316cea0b4dd024ef6a
00b9fc1e3535444bb5c631b72b3f580a,000-161,glbs/000-161/00b9fc1e3535444bb5c631b72b3f580a.glb,80,rigid_soft_coupling,916666.7,3161204,c95137eb3302a3c2a61c46222dcd4cf237bc4e8c066d5372dadf5007c5027336
00ba30b5fb4d452dad3dcc3d582474d6,000-114,glbs/000-114/00ba30b5fb4d452dad3dcc3d582474d6.glb,4,single_domain,31.6,68408,60b89948fda39770c08658ce17cbb98660de5071124f3a7ab4eb074960f4a6f6
00bc8eef75464396a76ce8aed6270cc4,000-160,glbs/000-160/00bc8eef75464396a76ce8aed6270cc4.glb,10,rigid_soft_coupling,916666.7,3575132,d50dbe8701d9467cc6d6df0978d59088a43e00273e3bffc4aabf53308b57f057
00c0cffbdcf24a2d86d09d4072d5f449,000-164,glbs/000-164/00c0cffbdcf24a2d86d09d4072d5f449.glb,12,rigid_soft_coupling,916666.7,1573680,10551860500d1ec66bf415a52415b90a92bf96d076934046b1ae58ecb9bd3d2d
00c70e43b142465b9e7938d95b9ca0d7,000-167,glbs/000-167/00c70e43b142465b9e7938d95b9ca0d7.glb,8,implicit_or_substep,23068.2,300784,e24c86582e322fbf2f5d9539d2b00320a2772b52cfb744159ac74739671eb0d0
00c7713d6303403491aa380f0d697efe,000-132,glbs/000-132/00c7713d6303403491aa380f0d697efe.glb,34,rigid_soft_coupling,1691666.7,3115156,83c6c0e32bb9a0820ebca908193076b5cc78a80e87c1a426372c4e87f588a71e
00c90f7e2b9144e786f00fa00268e63b,000-163,glbs/000-163/00c90f7e2b9144e786f00fa00268e63b.glb,14,rigid_soft_coupling,1691666.7,1748452,69e0b06feb6d585f3f3a12f98516040d242b2b7d62b0951d2f74a0743e7f8f36
00ca1e61d009410b8e82be55e85332d2,000-161,glbs/000-161/00ca1e61d009410b8e82be55e85332d2.glb,18,single_domain,61.4,29638756,dcd4244bbf3af8bd677bd864f1715ef15752be03fddcb1adccc76b216aaa0db0
00d778e169ff4165b026ba56d74b46ac,000-163,glbs/000-163/00d778e169ff4165b026ba56d74b46ac.glb,19,rigid_soft_coupling,1691666.7,1736872,eac73d03bc37793de0891013f85292595598652c66a0ed121eb018c8ea21a76d
00d8b27e4e0547a8b191519aaed28575,000-165,glbs/000-165/00d8b27e4e0547a8b191519aaed28575.glb,19,rigid_soft_coupling,1691666.7,1481252,17bdb1488f86457b7f421db8bba66efaf386257e129672e98e4a72353467a754
00d8b61109504bf4808789d472c9aa9f,000-162,glbs/000-162/00d8b61109504bf4808789d472c9aa9f.glb,7,rigid_soft_coupling,76790.7,1610804,b07d73da7d50aecf24b2e20aca42daed1c79b3f1965b719bc964f894debf0157
00e2173a90483ee9b02c86fb88b14ad4,000-165,glbs/000-165/00e2173a90483ee9b02c86fb88b14ad4.glb,20,rigid_soft_coupling,76790.7,486768,de06870b62fdc3c04136ff044d6c064a06fbde9217709163047aee033a8ae0b0
00e2600b19f64db58ebd2d5583f12d7e,000-074,glbs/000-074/00e2600b19f64db58ebd2d5583f12d7e.glb,13,rigid_soft_coupling,1691666.7,829760,58e7f1ff3c0f2743a427d072932ad79f891c0ad3e93939225024fb59553d37de
00e57ab330014defad1030a3d6436062,000-167,glbs/000-167/00e57ab330014defad1030a3d6436062.glb,3,implicit_or_substep,23068.2,7940920,ce88dfc82121029a258c6844354d2f3cb30fd4a84c99d47aaf03e2a1897f583f
00e8b6a44a324715bd99f989b69082e1,000-167,glbs/000-167/00e8b6a44a324715bd99f989b69082e1.glb,4,single_domain,33.3,37168,61e4e3dc210a46ca35680c89edd98f6f92678ab4c66cac9a03898daeb9e51c15
00e98b34a19648aca4f116a1526ab2a5,000-025,glbs/000-025/00e98b34a19648aca4f116a1526ab2a5.glb,8,single_domain,3.2,257064,662166af9273898b7fe92fe869e595c80a343b10000b724c0fdf8e08380205bb
00ec4eee6cb2415bab4223b92e077cb6,000-164,glbs/000-164/00ec4eee6cb2415bab4223b92e077cb6.glb,39,rigid_soft_coupling,1691666.7,1385416,38b1ddd51917c4758de390c51768b6ccb92d77dfba451955ad246e40517bd09d
00eff3c1a0714e088c652b6f70ede0ec,000-155,glbs/000-155/00eff3c1a0714e088c652b6f70ede0ec.glb,29,rigid_soft_coupling,1691666.7,1424800,76336e7afb78c2af9ca4a73a985fb47733ea7200938fccd5e26ee4185869183c
00f8d275009946f982812472fa230ede,000-167,glbs/000-167/00f8d275009946f982812472fa230ede.glb,4,implicit_or_substep,23068.2,4156996,2bd269fcfa62ecb03a3ac275180cf2bf9963e6ac3a372938dc2b743a806ecc4b
00fa223c7d9d478b90c8b25bf549ffc0,000-167,glbs/000-167/00fa223c7d9d478b90c8b25bf549ffc0.glb,4,single_domain,1.8,2985284,041e836d7e5d55dc4f5b2e91ef62a241c0e0e7dceed3d735de58bca30e31a682
00fa7b2a8208458f9e0baf2ed8826ade,000-107,glbs/000-107/00fa7b2a8208458f9e0baf2ed8826ade.glb,6,single_domain,1.0,3155576,b7eb8096b4d04ceef242d7f7a7d876d2ba94eb9dc82e8fd2e5adad2f22fe31a8
00fbb26f13cf4916a8b0f6241482abb4,000-162,glbs/000-162/00fbb26f13cf4916a8b0f6241482abb4.glb,15,rigid_soft_coupling,76790.7,1570236,5ce297e13baa39d4c4d6d89d3a3aaa23567d5c86a901b8811b71d197ed8530b6
0103637908cd42ee986f2dac19c7fc7f,000-161,glbs/000-161/0103637908cd42ee986f2dac19c7fc7f.glb,12,single_domain,63.4,12072864,3aff2c463ad19658f2d9df3c575b8c8df82cfc7bcffcafab4ee0858c2447e2c9
01076a97f7b1470aa0696713bebd1385,000-167,glbs/000-167/01076a97f7b1470aa0696713bebd1385.glb,7,single_domain,90.2,111676,324e04fd01a5af9f573fd424b80ac0da0b4c202bc1ea79aeb46875d9a644d02b
0108e7be050a4b95817d039fb1ec78c6,000-167,glbs/000-167/0108e7be050a4b95817d039fb1ec78c6.glb,4,implicit_or_substep,23068.2,2917728,282deb7acb973493ac6df803d56522cd348c3f30fba3ff3f72b9bfbd420df18e
010ba52b1ce542a8ac1ed72b0b76e219,000-162,glbs/000-162/010ba52b1ce542a8ac1ed72b0b76e219.glb,6,single_domain,90.2,500928,d3f9d5d8c243b5cb213153a659ee68d979bb38265232dc7b7adf6f3721667be4
0115036f8abc4cc599a3d8607500d213,000-165,glbs/000-165/0115036f8abc4cc599a3d8607500d213.glb,83,rigid_soft_coupling,1691666.7,2794668,43ffda2e2b425ee9090db3fdd19c2c4de5abbffa1a2c0722dc2497d03d5639bd
